Gender,Age,Height,Weight,BMI,Weight Category,Recommended Supplements,Recommended Exercises,Exercise Instructions,Activity Level
Female,41,189,63,17.6,Underweight,Creatine,HIIT,Do 30 minutes of cardio daily.,Moderately active
Other,55,172,94,31.8,Obesity,Protein,Cardio,Follow a strength training regimen 3 times a week.,Lightly active
Female,45,155,77,32,Obesity,Creatine,Strength training,Incorporate Pilates exercises into your routine.,Lightly active
Other,38,171,57,19.5,Normal weight,Protein,Pilates,Follow a strength training regimen 3 times a week.,Lightly active
Other,60,199,106,26.8,Overweight,Omega-3,Pilates,Do HIIT workouts 2-3 times a week.,Lightly active
Female,35,187,87,24.9,Obesity,Protein,Pilates,Do 30 minutes of cardio daily.,Sedentary
Other,53,186,93,26.9,Overweight,Multivitamin,HIIT,Incorporate Pilates exercises into your routine.,Moderately active
Female,52,194,80,21.3,Normal weight,Creatine,Cardio,Incorporate Pilates exercises into your routine.,Moderately active
Other,62,157,54,21.9,Normal weight,Multivitamin,HIIT,Do 30 minutes of cardio daily.,Sedentary
Male,26,190,50,13.9,Underweight,Omega-3,HIIT,Practice yoga 3 times a week for flexibility.,Sedentary
Female,55,198,101,25.8,Overweight,Creatine,Yoga,Practice yoga 3 times a week for flexibility.,Sedentary
Other,47,184,45,13.3,Underweight,Omega-3,Cardio,Follow a strength training regimen 3 times a week.,Very active
Other,61,160,115,44.9,Obesity,Multivitamin,Pilates,Do 30 minutes of cardio daily.,Moderately active
Male,51,173,102,34.1,Obesity,Omega-3,Strength training,Do 30 minutes of cardio daily.,Moderately active
Female,49,198,65,16.6,Underweight,Creatine,Pilates,Do HIIT workouts 2-3 times a week.,Moderately active
Other,20,170,100,34.6,Obesity,Creatine,HIIT,Practice yoga 3 times a week for flexibility.,Lightly active
Male,20,151,64,28.1,Overweight,Omega-3,Cardio,Practice yoga 3 times a week for flexibility.,Sedentary
Other,45,189,98,27.4,Overweight,Creatine,Cardio,Do 30 minutes of cardio daily.,Sedentary
Female,61,168,69,24.4,Normal weight,Creatine,Cardio,Follow a strength training regimen 3 times a week.,Sedentary
Other,32,188,72,20.4,Normal weight,Omega-3,Yoga,Do 30 minutes of cardio daily.,Very active
Other,58,177,49,15.6,Underweight,Multivitamin,Pilates,Follow a strength training regimen 3 times a week.,Moderately active
Other,40,166,65,23.6,Normal weight,Creatine,Yoga,Practice yoga 3 times a week for flexibility.,Sedentary
Other,57,155,62,25.8,Overweight,Creatine,Strength training,Do HIIT workouts 2-3 times a week.,Very active
Male,28,168,91,32.2,Obesity,Creatine,HIIT,Incorporate Pilates exercises into your routine.,Sedentary
Male,49,187,114,32.6,Obesity,Creatine,Yoga,Practice yoga 3 times a week for flexibility.,Lightly active
Female,53,177,101,32.2,Obesity,Omega-3,Yoga,Follow a strength training regimen 3 times a week.,Moderately active
Male,50,151,63,27.6,Overweight,Multivitamin,HIIT,Do 30 minutes of cardio daily.,Very active
Male,41,187,109,31.2,Obesity,Multivitamin,Cardio,Practice yoga 3 times a week for flexibility.,Sedentary
Female,56,186,47,13.6,Underweight,Protein,HIIT,Do HIIT workouts 2-3 times a week.,Moderately active
Male,51,153,86,36.7,Obesity,Creatine,Pilates,Follow a strength training regimen 3 times a week.,Very active
Male,45,171,65,22.2,Normal weight,Creatine,HIIT,Do 30 minutes of cardio daily.,Moderately active
Female,54,175,84,27.4,Overweight,Protein,Cardio,Incorporate Pilates exercises into your routine.,Moderately active
Female,24,198,111,28.3,Overweight,Multivitamin,HIIT,Follow a strength training regimen 3 times a week.,Lightly active
Female,21,192,69,18.7,Normal weight,Vitamin D,Yoga,Do 30 minutes of cardio daily.,Moderately active
Other,54,185,99,28.9,Overweight,Vitamin D,Strength training,Incorporate Pilates exercises into your routine.,Very active
Other,18,162,96,36.6,Obesity,Multivitamin,Yoga,Do 30 minutes of cardio daily.,Moderately active
Female,18,181,88,26.9,Overweight,Creatine,Strength training,Incorporate Pilates exercises into your routine.,Very active
Female,64,166,100,36.3,Obesity,Vitamin D,HIIT,Incorporate Pilates exercises into your routine.,Moderately active
Female,37,190,99,27.4,Overweight,Omega-3,Pilates,Incorporate Pilates exercises into your routine.,Sedentary
Other,36,185,114,33.3,Obesity,Omega-3,HIIT,Do 30 minutes of cardio daily.,Lightly active
Other,46,195,117,30.8,Obesity,Protein,Cardio,Incorporate Pilates exercises into your routine.,Sedentary
Male,27,168,110,39,Obesity,Multivitamin,HIIT,Follow a strength training regimen 3 times a week.,Lightly active
Male,35,184,63,18.6,Normal weight,Multivitamin,Strength training,Do HIIT workouts 2-3 times a week.,Very active
Female,45,195,51,13.4,Underweight,Vitamin D,Yoga,Do HIIT workouts 2-3 times a week.,Lightly active
Other,52,189,107,30,Obesity,Creatine,Pilates,Incorporate Pilates exercises into your routine.,Moderately active
Other,60,177,86,27.5,Overweight,Multivitamin,HIIT,Do HIIT workouts 2-3 times a week.,Moderately active
Other,64,150,86,38.2,Obesity,Vitamin D,HIIT,Do HIIT workouts 2-3 times a week.,Sedentary
Female,48,191,103,28.2,Overweight,Vitamin D,Yoga,Incorporate Pilates exercises into your routine.,Lightly active
Male,44,167,64,22.9,Normal weight,Multivitamin,Pilates,Incorporate Pilates exercises into your routine.,Very active
Female,28,197,117,30.1,Obesity,Vitamin D,HIIT,Follow a strength training regimen 3 times a week.,Very active
Male,55,189,61,17.1,Underweight,Protein,HIIT,Practice yoga 3 times a week for flexibility.,Moderately active
Male,22,182,71,21.4,Normal weight,Protein,Strength training,Do 30 minutes of cardio daily.,Very active
Female,25,161,91,35.1,Obesity,Multivitamin,Strength training,Incorporate Pilates exercises into your routine.,Moderately active
Male,51,157,46,18.7,Normal weight,Creatine,Cardio,Incorporate Pilates exercises into your routine.,Moderately active
Male,29,173,107,35.8,Obesity,Protein,Yoga,Do HIIT workouts 2-3 times a week.,Moderately active
Other,55,165,106,38.9,Obesity,Protein,Pilates,Follow a strength training regimen 3 times a week.,Sedentary
Male,18,199,63,15.9,Underweight,Multivitamin,HIIT,Do HIIT workouts 2-3 times a week.,Sedentary
Female,48,153,61,26.1,Overweight,Omega-3,HIIT,Incorporate Pilates exercises into your routine.,Moderately active
Female,21,187,113,32.3,Obesity,Vitamin D,Cardio,Incorporate Pilates exercises into your routine.,Moderately active
Male,62,193,83,22.3,Normal weight,Protein,HIIT,Do HIIT workouts 2-3 times a week.,Moderately active
Other,22,176,115,37.1,Obesity,Omega-3,Yoga,Incorporate Pilates exercises into your routine.,Very active
Other,47,158,83,33.2,Obesity,Creatine,Cardio,Practice yoga 3 times a week for flexibility.,Moderately active
Male,41,196,80,20.8,Normal weight,Omega-3,Yoga,Do 30 minutes of cardio daily.,Moderately active
Male,20,165,84,30.9,Obesity,Multivitamin,Cardio,Do 30 minutes of cardio daily.,Lightly active
Female,28,161,89,34.3,Obesity,Creatine,HIIT,Do 30 minutes of cardio daily.,Lightly active
Male,62,180,48,14.8,Underweight,Creatine,Cardio,Practice yoga 3 times a week for flexibility.,Lightly active
Other,21,173,69,23.1,Normal weight,Omega-3,Strength training,Incorporate Pilates exercises into your routine.,Lightly active
Male,43,163,113,42.5,Obesity,Multivitamin,Pilates,Do HIIT workouts 2-3 times a week.,Moderately active
Female,44,194,74,19.7,Normal weight,Protein,HIIT,Follow a strength training regimen 3 times a week.,Lightly active
Female,63,174,112,37,Obesity,Omega-3,Pilates,Incorporate Pilates exercises into your routine.,Very active
Female,60,183,73,21.8,Normal weight,Protein,HIIT,Practice yoga 3 times a week for flexibility.,Very active
Female,44,152,117,50.6,Obesity,Omega-3,Pilates,Practice yoga 3 times a week for flexibility.,Lightly active
Female,59,173,112,37.4,Obesity,Protein,Strength training,Do 30 minutes of cardio daily.,Sedentary
Male,23,191,95,26,Overweight,Omega-3,Pilates,Incorporate Pilates exercises into your routine.,Very active
Male,32,158,68,27.2,Overweight,Creatine,Cardio,Do 30 minutes of cardio daily.,Very active
Male,47,175,58,18.9,Normal weight,Vitamin D,Pilates,Follow a strength training regimen 3 times a week.,Lightly active
Male,59,169,113,39.6,Obesity,Creatine,HIIT,Do 30 minutes of cardio daily.,Lightly active
Female,54,189,62,17.4,Underweight,Protein,Yoga,Follow a strength training regimen 3 times a week.,Moderately active
Other,54,159,86,34,Obesity,Multivitamin,Pilates,Practice yoga 3 times a week for flexibility.,Very active
Male,59,168,101,35.8,Obesity,Creatine,Pilates,Do 30 minutes of cardio daily.,Lightly active
Other,54,152,56,24.2,Normal weight,Vitamin D,Pilates,Do 30 minutes of cardio daily.,Lightly active
Male,52,173,61,20.4,Normal weight,Protein,HIIT,Do HIIT workouts 2-3 times a week.,Moderately active
Male,40,154,74,31.2,Obesity,Creatine,Pilates,Practice yoga 3 times a week for flexibility.,Very active
Other,23,152,119,51.5,Obesity,Omega-3,HIIT,Do HIIT workouts 2-3 times a week.,Lightly active
Female,21,176,67,21.6,Normal weight,Multivitamin,HIIT,Follow a strength training regimen 3 times a week.,Moderately active
Male,35,165,45,16.5,Underweight,Protein,Yoga,Follow a strength training regimen 3 times a week.,Lightly active
Male,26,198,76,19.4,Normal weight,Creatine,Cardio,Practice yoga 3 times a week for flexibility.,Sedentary
Male,46,164,53,19.7,Normal weight,Protein,HIIT,Follow a strength training regimen 3 times a week.,Sedentary
Other,30,184,59,17.4,Underweight,Omega-3,Strength training,Practice yoga 3 times a week for flexibility.,Lightly active
Female,64,161,72,27.8,Overweight,Vitamin D,Pilates,Follow a strength training regimen 3 times a week.,Very active
Other,34,190,68,18.8,Normal weight,Creatine,Strength training,Incorporate Pilates exercises into your routine.,Sedentary
Other,62,193,104,27.9,Overweight,Protein,Pilates,Do 30 minutes of cardio daily.,Moderately active
Female,49,175,79,25.8,Overweight,Protein,Yoga,Incorporate Pilates exercises into your routine.,Lightly active
Other,39,196,71,18.5,Normal weight,Protein,HIIT,Practice yoga 3 times a week for flexibility.,Moderately active
Female,21,183,64,19.1,Normal weight,Vitamin D,Cardio,Practice yoga 3 times a week for flexibility.,Sedentary
Male,22,172,109,36.8,Obesity,Protein,HIIT,Incorporate Pilates exercises into your routine.,Very active
Female,54,180,93,28.7,Overweight,Multivitamin,Pilates,Do 30 minutes of cardio daily.,Moderately active
Male,58,199,45,11.4,Underweight,Multivitamin,Cardio,Do 30 minutes of cardio daily.,Sedentary
Other,30,169,54,18.9,Normal weight,Protein,HIIT,Do HIIT workouts 2-3 times a week.,Sedentary
Other,51,161,91,35.1,Obesity,Multivitamin,Cardio,Follow a strength training regimen 3 times a week.,Sedentary
Male,62,172,103,34.8,Obesity,Creatine,Pilates,Do HIIT workouts 2-3 times a week.,Moderately active
Other,39,153,106,45.3,Obesity,Multivitamin,Yoga,Do 30 minutes of cardio daily.,Sedentary
Female,40,172,62,21,Normal weight,Protein,Yoga,Incorporate Pilates exercises into your routine.,Lightly active
Male,20,197,90,23.2,Normal weight,Omega-3,HIIT,Follow a strength training regimen 3 times a week.,Sedentary
Other,59,197,76,19.6,Normal weight,Creatine,Strength training,Incorporate Pilates exercises into your routine.,Lightly active
Male,51,150,71,31.6,Obesity,Vitamin D,Pilates,Do HIIT workouts 2-3 times a week.,Very active
Female,49,174,62,20.5,Normal weight,Protein,HIIT,Practice yoga 3 times a week for flexibility.,Lightly active
Female,62,151,83,36.4,Obesity,Vitamin D,HIIT,Incorporate Pilates exercises into your routine.,Very active
Other,38,179,93,29,Overweight,Omega-3,Yoga,Do HIIT workouts 2-3 times a week.,Very active
Female,63,152,88,38.1,Obesity,Vitamin D,Cardio,Do HIIT workouts 2-3 times a week.,Lightly active
Male,61,170,116,40.1,Obesity,Protein,Pilates,Do HIIT workouts 2-3 times a week.,Very active
Female,38,174,98,32.4,Obesity,Protein,Cardio,Practice yoga 3 times a week for flexibility.,Lightly active
Male,61,169,78,27.3,Overweight,Omega-3,Pilates,Practice yoga 3 times a week for flexibility.,Moderately active
Male,28,198,115,29.3,Overweight,Protein,Strength training,Practice yoga 3 times a week for flexibility.,Very active
Female,56,171,80,27.4,Overweight,Omega-3,Yoga,Follow a strength training regimen 3 times a week.,Lightly active
Other,21,170,62,21.5,Normal weight,Omega-3,Strength training,Practice yoga 3 times a week for flexibility.,Very active
Female,18,182,82,24.8,Normal weight,Protein,HIIT,Practice yoga 3 times a week for flexibility.,Sedentary
Male,45,187,103,29.5,Overweight,Multivitamin,Yoga,Practice yoga 3 times a week for flexibility.,Lightly active
Male,41,164,53,19.7,Normal weight,Omega-3,HIIT,Incorporate Pilates exercises into your routine.,Sedentary
Female,52,195,117,30.8,Obesity,Protein,Strength training,Practice yoga 3 times a week for flexibility.,Very active
Other,30,164,116,43.1,Obesity,Multivitamin,Pilates,Follow a strength training regimen 3 times a week.,Very active
Other,64,195,95,25,Overweight,Omega-3,HIIT,Do HIIT workouts 2-3 times a week.,Moderately active
Male,51,174,79,26.1,Overweight,Multivitamin,Cardio,Incorporate Pilates exercises into your routine.,Lightly active
Male,28,170,49,17,Underweight,Creatine,Pilates,Do 30 minutes of cardio daily.,Sedentary
Other,53,173,58,19.4,Normal weight,Creatine,Pilates,Practice yoga 3 times a week for flexibility.,Moderately active
Female,34,154,74,31.2,Obesity,Multivitamin,Strength training,Do HIIT workouts 2-3 times a week.,Very active
Male,52,155,48,20,Normal weight,Omega-3,Strength training,Do HIIT workouts 2-3 times a week.,Very active
Male,35,198,83,21.2,Normal weight,Protein,Yoga,Incorporate Pilates exercises into your routine.,Moderately active
Other,57,192,108,29.3,Overweight,Vitamin D,Yoga,Do 30 minutes of cardio daily.,Sedentary
Female,39,197,69,17.8,Underweight,Protein,Cardio,Follow a strength training regimen 3 times a week.,Very active
Other,41,193,72,19.3,Normal weight,Vitamin D,Pilates,Do HIIT workouts 2-3 times a week.,Very active
Female,36,196,110,28.6,Overweight,Vitamin D,Cardio,Do HIIT workouts 2-3 times a week.,Lightly active
Female,54,172,66,22.3,Normal weight,Omega-3,Cardio,Do HIIT workouts 2-3 times a week.,Moderately active
Female,56,153,75,32,Obesity,Multivitamin,Strength training,Do HIIT workouts 2-3 times a week.,Very active
Male,38,176,67,21.6,Normal weight,Protein,Cardio,Incorporate Pilates exercises into your routine.,Sedentary
Other,25,167,92,33,Obesity,Multivitamin,Cardio,Do 30 minutes of cardio daily.,Lightly active
Other,45,170,64,22.1,Normal weight,Creatine,HIIT,Do HIIT workouts 2-3 times a week.,Moderately active
Female,22,177,82,26.2,Overweight,Omega-3,Yoga,Follow a strength training regimen 3 times a week.,Sedentary
Male,34,184,99,29.2,Overweight,Omega-3,Yoga,Follow a strength training regimen 3 times a week.,Very active
Male,54,171,112,38.3,Obesity,Creatine,Pilates,Practice yoga 3 times a week for flexibility.,Moderately active
Other,53,189,45,12.6,Underweight,Protein,Yoga,Do HIIT workouts 2-3 times a week.,Moderately active
Male,36,172,51,17.2,Underweight,Creatine,Pilates,Do HIIT workouts 2-3 times a week.,Sedentary
Male,44,152,101,43.7,Obesity,Protein,HIIT,Do HIIT workouts 2-3 times a week.,Moderately active
Female,51,189,56,15.7,Underweight,Vitamin D,Yoga,Do HIIT workouts 2-3 times a week.,Sedentary
Male,28,199,49,12.4,Underweight,Omega-3,HIIT,Do HIIT workouts 2-3 times a week.,Very active
Female,62,159,94,37.2,Obesity,Protein,Yoga,Follow a strength training regimen 3 times a week.,Lightly active
Other,64,174,86,28.4,Overweight,Multivitamin,Yoga,Do 30 minutes of cardio daily.,Sedentary
Male,29,198,56,14.3,Underweight,Multivitamin,HIIT,Do 30 minutes of cardio daily.,Lightly active
Other,38,157,62,25.2,Overweight,Omega-3,Cardio,Practice yoga 3 times a week for flexibility.,Moderately active
Other,28,160,110,43,Obesity,Creatine,Cardio,Follow a strength training regimen 3 times a week.,Sedentary
Male,56,154,118,49.8,Obesity,Creatine,Cardio,Do HIIT workouts 2-3 times a week.,Very active
Male,45,194,61,16.2,Underweight,Protein,Cardio,Do 30 minutes of cardio daily.,Sedentary
Other,22,186,112,32.4,Obesity,Creatine,Yoga,Incorporate Pilates exercises into your routine.,Sedentary
Male,34,194,115,30.6,Obesity,Omega-3,Strength training,Incorporate Pilates exercises into your routine.,Sedentary
Female,37,187,106,30.3,Obesity,Protein,HIIT,Incorporate Pilates exercises into your routine.,Lightly active
Female,58,178,85,26.8,Overweight,Vitamin D,Strength training,Do HIIT workouts 2-3 times a week.,Lightly active
Male,63,154,78,32.9,Obesity,Creatine,Strength training,Do HIIT workouts 2-3 times a week.,Moderately active
Other,29,158,114,45.7,Obesity,Creatine,Pilates,Practice yoga 3 times a week for flexibility.,Moderately active
Male,23,197,89,22.9,Normal weight,Protein,Cardio,Practice yoga 3 times a week for flexibility.,Moderately active
Male,34,151,102,44.7,Obesity,Multivitamin,Yoga,Practice yoga 3 times a week for flexibility.,Moderately active
Other,36,150,95,42.2,Obesity,Creatine,Cardio,Incorporate Pilates exercises into your routine.,Sedentary
Other,43,189,78,21.8,Normal weight,Omega-3,Cardio,Do HIIT workouts 2-3 times a week.,Lightly active
Female,61,179,88,27.5,Overweight,Creatine,Strength training,Incorporate Pilates exercises into your routine.,Lightly active
Other,61,160,59,23,Normal weight,Vitamin D,Pilates,Practice yoga 3 times a week for flexibility.,Lightly active
Female,49,177,114,36.4,Obesity,Creatine,Cardio,Do HIIT workouts 2-3 times a week.,Lightly active
Other,23,193,94,25.2,Overweight,Multivitamin,HIIT,Follow a strength training regimen 3 times a week.,Moderately active
Male,53,161,76,29.3,Overweight,Creatine,HIIT,Do 30 minutes of cardio daily.,Sedentary
Female,55,188,111,31.4,Obesity,Protein,Cardio,Do 30 minutes of cardio daily.,Lightly active
Female,28,175,47,15.3,Underweight,Creatine,Strength training,Practice yoga 3 times a week for flexibility.,Very active
Female,50,162,118,45,Obesity,Multivitamin,Strength training,Incorporate Pilates exercises into your routine.,Sedentary
Male,41,157,95,38.5,Obesity,Protein,Yoga,Follow a strength training regimen 3 times a week.,Very active
Male,40,177,111,35.4,Obesity,Omega-3,Pilates,Do HIIT workouts 2-3 times a week.,Sedentary
Male,32,179,92,28.7,Overweight,Protein,Strength training,Incorporate Pilates exercises into your routine.,Sedentary
Male,44,158,61,24.4,Normal weight,Vitamin D,Yoga,Practice yoga 3 times a week for flexibility.,Sedentary
Male,28,188,51,14.4,Underweight,Protein,HIIT,Incorporate Pilates exercises into your routine.,Very active
Female,34,180,57,17.6,Underweight,Omega-3,HIIT,Practice yoga 3 times a week for flexibility.,Lightly active
Male,31,170,110,38.1,Obesity,Creatine,HIIT,Do 30 minutes of cardio daily.,Lightly active
Female,44,196,48,12.5,Underweight,Protein,Cardio,Do 30 minutes of cardio daily.,Very active
Male,35,183,54,16.1,Underweight,Protein,Pilates,Incorporate Pilates exercises into your routine.,Lightly active
Other,45,180,61,18.8,Normal weight,Protein,Yoga,Follow a strength training regimen 3 times a week.,Moderately active
Female,64,174,96,31.7,Obesity,Protein,Pilates,Do HIIT workouts 2-3 times a week.,Lightly active
Other,64,161,50,19.3,Normal weight,Omega-3,Cardio,Practice yoga 3 times a week for flexibility.,Moderately active
Female,21,150,113,50.2,Obesity,Multivitamin,Yoga,Do HIIT workouts 2-3 times a week.,Moderately active
Other,24,171,118,40.4,Obesity,Multivitamin,Yoga,Do 30 minutes of cardio daily.,Moderately active
Male,62,189,53,14.8,Underweight,Protein,Strength training,Follow a strength training regimen 3 times a week.,Very active
Male,52,186,65,18.8,Normal weight,Omega-3,Pilates,Follow a strength training regimen 3 times a week.,Lightly active
Male,26,196,68,17.7,Underweight,Omega-3,Pilates,Do HIIT workouts 2-3 times a week.,Lightly active
Female,25,150,48,21.3,Normal weight,Protein,Strength training,Do 30 minutes of cardio daily.,Very active
Other,62,150,68,30.2,Obesity,Vitamin D,HIIT,Do HIIT workouts 2-3 times a week.,Very active
Male,34,191,103,28.2,Overweight,Protein,Cardio,Incorporate Pilates exercises into your routine.,Lightly active
Other,34,191,47,12.9,Underweight,Vitamin D,Pilates,Follow a strength training regimen 3 times a week.,Very active
Other,50,170,112,38.8,Obesity,Protein,Strength training,Follow a strength training regimen 3 times a week.,Very active
Male,49,164,84,31.2,Obesity,Vitamin D,Yoga,Incorporate Pilates exercises into your routine.,Moderately active
Male,25,166,92,33.4,Obesity,Vitamin D,Strength training,Do 30 minutes of cardio daily.,Very active
Other,36,171,98,33.5,Obesity,Protein,HIIT,Follow a strength training regimen 3 times a week.,Moderately active
Male,55,187,79,22.6,Normal weight,Vitamin D,Cardio,Practice yoga 3 times a week for flexibility.,Sedentary
Male,20,184,100,29.5,Overweight,Creatine,HIIT,Practice yoga 3 times a week for flexibility.,Moderately active
Male,22,194,84,22.3,Normal weight,Multivitamin,Yoga,Do 30 minutes of cardio daily.,Moderately active
Female,30,165,112,41.1,Obesity,Omega-3,Yoga,Incorporate Pilates exercises into your routine.,Very active
Other,64,157,90,36.5,Obesity,Vitamin D,Yoga,Do HIIT workouts 2-3 times a week.,Lightly active
Other,63,196,57,14.8,Underweight,Vitamin D,Yoga,Do 30 minutes of cardio daily.,Sedentary
Female,48,166,71,25.8,Overweight,Omega-3,Strength training,Do HIIT workouts 2-3 times a week.,Sedentary
Other,33,166,50,18.1,Underweight,Vitamin D,Yoga,Do 30 minutes of cardio daily.,Sedentary
Male,49,175,61,19.9,Normal weight,Omega-3,Yoga,Practice yoga 3 times a week for flexibility.,Lightly active
Other,39,162,80,30.5,Obesity,Protein,Strength training,Incorporate Pilates exercises into your routine.,Sedentary
Male,46,166,46,16.7,Underweight,Creatine,Yoga,Practice yoga 3 times a week for flexibility.,Sedentary
Female,39,187,96,27.5,Overweight,Creatine,HIIT,Incorporate Pilates exercises into your routine.,Lightly active
Male,60,166,110,39.9,Obesity,Multivitamin,HIIT,Do HIIT workouts 2-3 times a week.,Sedentary
Other,20,197,96,24.7,Normal weight,Vitamin D,Pilates,Do 30 minutes of cardio daily.,Very active
Other,27,163,87,32.7,Obesity,Multivitamin,HIIT,Follow a strength training regimen 3 times a week.,Very active
Other,59,194,66,17.5,Underweight,Protein,Cardio,Follow a strength training regimen 3 times a week.,Moderately active
Female,38,155,99,41.2,Obesity,Creatine,Cardio,Incorporate Pilates exercises into your routine.,Moderately active
Female,33,184,111,32.8,Obesity,Protein,Cardio,Incorporate Pilates exercises into your routine.,Moderately active
Other,29,195,104,27.4,Overweight,Protein,Strength training,Practice yoga 3 times a week for flexibility.,Very active
Male,19,163,102,38.4,Obesity,Vitamin D,HIIT,Follow a strength training regimen 3 times a week.,Very active
Female,58,196,56,14.6,Underweight,Protein,Cardio,Practice yoga 3 times a week for flexibility.,Very active
Other,41,157,113,45.8,Obesity,Creatine,Pilates,Do HIIT workouts 2-3 times a week.,Moderately active
Other,52,164,83,30.9,Obesity,Multivitamin,Strength training,Follow a strength training regimen 3 times a week.,Moderately active
Female,47,176,57,18.4,Underweight,Creatine,Pilates,Do HIIT workouts 2-3 times a week.,Moderately active
Female,47,162,85,32.4,Obesity,Vitamin D,HIIT,Do 30 minutes of cardio daily.,Moderately active
Female,64,198,101,25.8,Overweight,Creatine,Yoga,Practice yoga 3 times a week for flexibility.,Moderately active
Male,52,180,97,29.9,Obesity,Omega-3,Pilates,Incorporate Pilates exercises into your routine.,Moderately active
Male,36,184,56,16.5,Underweight,Multivitamin,Yoga,Follow a strength training regimen 3 times a week.,Very active
Other,25,155,57,23.7,Normal weight,Omega-3,Strength training,Practice yoga 3 times a week for flexibility.,Lightly active
Female,43,154,118,49.8,Obesity,Omega-3,Pilates,Incorporate Pilates exercises into your routine.,Lightly active
Male,57,171,101,34.5,Obesity,Vitamin D,Pilates,Do 30 minutes of cardio daily.,Moderately active
Female,24,198,84,21.4,Normal weight,Protein,Strength training,Follow a strength training regimen 3 times a week.,Lightly active
Other,47,172,89,30.1,Obesity,Omega-3,Strength training,Do HIIT workouts 2-3 times a week.,Lightly active
Male,24,174,79,26.1,Overweight,Creatine,Cardio,Do 30 minutes of cardio daily.,Very active
Male,20,183,47,14,Underweight,Protein,HIIT,Incorporate Pilates exercises into your routine.,Moderately active
Male,18,175,49,16,Underweight,Creatine,Pilates,Follow a strength training regimen 3 times a week.,Moderately active
Other,53,196,55,14.3,Underweight,Creatine,Pilates,Follow a strength training regimen 3 times a week.,Lightly active
Female,42,154,115,48.5,Obesity,Protein,Strength training,Do 30 minutes of cardio daily.,Moderately active
Male,54,175,100,32.7,Obesity,Protein,Strength training,Follow a strength training regimen 3 times a week.,Moderately active
Other,18,169,54,18.9,Normal weight,Creatine,HIIT,Incorporate Pilates exercises into your routine.,Moderately active
Female,32,155,78,32.5,Obesity,Vitamin D,Strength training,Do 30 minutes of cardio daily.,Moderately active
Other,54,155,111,46.2,Obesity,Multivitamin,Yoga,Do HIIT workouts 2-3 times a week.,Lightly active
Female,30,199,116,29.3,Overweight,Multivitamin,Yoga,Do 30 minutes of cardio daily.,Sedentary
Other,57,167,75,26.9,Overweight,Vitamin D,Yoga,Do 30 minutes of cardio daily.,Lightly active
Female,25,153,119,50.8,Obesity,Protein,Yoga,Do HIIT workouts 2-3 times a week.,Very active
Male,22,166,115,41.7,Obesity,Creatine,HIIT,Incorporate Pilates exercises into your routine.,Sedentary
Female,26,163,110,41.4,Obesity,Multivitamin,Pilates,Practice yoga 3 times a week for flexibility.,Sedentary
Other,18,163,114,42.9,Obesity,Creatine,Yoga,Practice yoga 3 times a week for flexibility.,Sedentary
Other,53,162,85,32.4,Obesity,Vitamin D,Strength training,Do HIIT workouts 2-3 times a week.,Lightly active
Female,52,156,107,44,Obesity,Creatine,Yoga,Incorporate Pilates exercises into your routine.,Very active
Male,19,193,76,20.4,Normal weight,Vitamin D,HIIT,Follow a strength training regimen 3 times a week.,Lightly active
Male,57,164,64,23.8,Normal weight,Protein,Strength training,Do HIIT workouts 2-3 times a week.,Very active
Female,40,168,101,35.8,Obesity,Vitamin D,Yoga,Practice yoga 3 times a week for flexibility.,Lightly active
Female,26,192,94,25.5,Overweight,Vitamin D,Pilates,Incorporate Pilates exercises into your routine.,Lightly active
Other,51,196,69,18,Underweight,Multivitamin,Strength training,Do 30 minutes of cardio daily.,Lightly active
Male,63,193,56,15,Underweight,Creatine,Strength training,Incorporate Pilates exercises into your routine.,Sedentary
Female,31,184,115,34,Obesity,Multivitamin,Pilates,Incorporate Pilates exercises into your routine.,Lightly active
Male,21,166,83,30.1,Obesity,Omega-3,Strength training,Practice yoga 3 times a week for flexibility.,Very active
Female,47,184,61,18,Underweight,Vitamin D,Yoga,Practice yoga 3 times a week for flexibility.,Very active
Female,48,168,89,31.5,Obesity,Omega-3,Strength training,Follow a strength training regimen 3 times a week.,Very active
Male,55,169,55,19.3,Normal weight,Multivitamin,Yoga,Follow a strength training regimen 3 times a week.,Sedentary
Female,28,185,114,33.3,Obesity,Creatine,Pilates,Do HIIT workouts 2-3 times a week.,Lightly active
Female,52,184,67,19.8,Normal weight,Multivitamin,Cardio,Do 30 minutes of cardio daily.,Lightly active
Other,25,181,114,34.8,Obesity,Creatine,Pilates,Follow a strength training regimen 3 times a week.,Moderately active
Female,20,197,82,21.1,Normal weight,Creatine,Yoga,Practice yoga 3 times a week for flexibility.,Sedentary
Female,31,193,46,12.3,Underweight,Protein,HIIT,Incorporate Pilates exercises into your routine.,Very active
Female,30,189,116,32.5,Obesity,Vitamin D,Pilates,Do HIIT workouts 2-3 times a week.,Very active
Other,62,173,81,27.1,Overweight,Multivitamin,HIIT,Follow a strength training regimen 3 times a week.,Lightly active
Male,49,166,93,33.7,Obesity,Creatine,HIIT,Incorporate Pilates exercises into your routine.,Very active
Other,51,156,96,39.4,Obesity,Multivitamin,Yoga,Incorporate Pilates exercises into your routine.,Lightly active
Other,62,192,77,20.9,Normal weight,Multivitamin,Yoga,Follow a strength training regimen 3 times a week.,Lightly active
Male,36,199,66,16.7,Underweight,Creatine,Cardio,Do 30 minutes of cardio daily.,Moderately active
